id,created_at,status,market,vat_percentage
abc0016429,2022-07-12 20:01:57.509+00,suspend,,0.0
abc0016430,2022-07-12 20:41:21.432+00,suspend,,0.0
abc0016431,2022-07-12 21:15:03.954+00,suspend,,0.0
abc0016432,2022-07-12 21:23:35.582+00,suspend,,0.0
abc0016433,2022-07-12 21:48:39.539+00,suspend,,0.0
abc0016434,2022-07-12 22:23:49.68+00,suspend,,0.0
abc0016435,2022-07-12 23:22:14.975+00,suspend,,0.0
abc0016436,2022-07-13 01:04:23.23+00,suspend,,0.0
abc0016437,2022-07-13 02:37:49.437+00,suspend,,0.0
abc0016438,2022-07-13 03:37:59.038+00,suspend,,0.0
abc0016439,2022-07-13 05:43:32.144+00,suspend,,0.0
abc0016440,2022-07-13 06:30:10.114+00,suspend,,0.0
abc0016441,2022-07-13 07:07:01.056+00,suspend,,0.0
abc0016442,2022-07-13 07:30:04.309+00,suspend,,0.0
abc0016443,2022-07-13 07:32:14.38+00,active,SG,9.0
abc0016444,2022-07-13 08:28:23.174+00,suspend,,0.0
abc0016445,2022-07-13 08:51:47.505+00,suspend,,0.0
abc0016446,2022-07-13 09:04:17.078+00,suspend,,0.0
abc0016447,2022-07-13 10:46:03.411+00,suspend,,0.0
abc0016449,2022-07-13 11:31:09.01+00,suspend,,0.0
abc0016450,2022-07-13 12:26:48.127+00,suspend,,0.0
abc0016451,2022-07-13 16:38:30.434+00,suspend,,0.0
abc0016452,2022-07-13 18:05:04.922+00,suspend,,0.0
abc0016453,2022-07-13 18:35:49.343+00,suspend,,0.0
abc0016454,2022-07-13 20:50:14.418+00,suspend,,0.0
abc0016455,2022-07-13 22:48:27.838+00,suspend,,0.0
abc0016456,2022-07-14 05:54:49.157+00,suspend,,0.0
abc0016457,2022-07-14 06:32:36.599+00,suspend,,0.0
abc0016458,2022-07-14 07:39:08.506+00,suspend,,0.0
abc0016459,2022-07-14 07:42:42.667+00,suspend,,0.0
abc0016460,2022-07-14 09:00:04.158+00,suspend,,0.0
abc0016461,2022-07-14 09:24:16.632+00,suspend,,0.0
abc0016462,2022-07-14 09:41:44.242+00,suspend,,0.0
abc0016463,2022-07-14 11:09:24.136+00,suspend,,0.0
abc0016464,2022-07-14 11:10:41.031+00,suspend,,0.0
abc0016465,2022-07-14 11:48:36.253+00,suspend,,0.0
abc0016466,2022-07-14 13:45:24.694+00,suspend,,0.0
abc0016467,2022-07-14 14:04:09.737+00,suspend,,0.0
abc0016468,2022-07-14 14:38:09.936+00,suspend,,0.0
abc0016469,2022-07-14 15:53:21.387+00,suspend,,0.0
abc0016470,2022-07-14 16:01:16.477+00,suspend,,0.0
abc0016471,2022-07-14 16:47:43.012+00,suspend,,0.0
abc0016472,2022-07-14 16:59:46.051+00,suspend,,0.0
abc0016473,2022-07-14 17:10:51.082+00,suspend,,0.0
abc0016474,2022-07-14 17:48:29.056+00,suspend,,0.0
abc0016475,2022-07-14 18:04:04.713+00,suspend,,0.0
abc0016476,2022-07-14 18:19:26.402+00,suspend,,0.0
abc0016477,2022-07-14 18:20:08.344+00,suspend,,0.0
abc0016478,2022-07-14 18:52:06.727+00,suspend,,0.0
abc0016479,2022-07-14 19:45:54.493+00,suspend,,0.0
abc0016480,2022-07-14 21:19:36.152+00,suspend,,0.0
abc0016481,2022-07-15 01:22:54.98+00,suspend,,0.0
abc0016482,2022-07-15 01:34:11.998+00,suspend,,0.0
abc0016483,2022-07-15 03:38:12.869+00,suspend,,0.0
abc0016484,2022-07-15 04:16:09.73+00,suspend,,0.0
abc0016485,2022-07-15 05:56:34.101+00,suspend,,0.0
abc0016486,2022-07-15 06:11:59.416+00,suspend,,0.0
abc0016487,2022-07-15 06:20:42.883+00,suspend,,0.0
abc0016488,2022-07-15 06:22:36.336+00,suspend,,0.0
abc0016489,2022-07-15 06:39:42.13+00,suspend,,0.0
abc0016490,2022-07-15 06:46:53.389+00,suspend,,0.0
abc0016491,2022-07-15 06:47:14.696+00,suspend,,0.0
abc0016492,2022-07-15 06:48:41.66+00,suspend,,0.0
abc0016493,2022-07-15 06:53:55.172+00,suspend,,0.0
abc0016494,2022-07-15 06:55:26.611+00,suspend,,0.0
abc0016495,2022-07-15 07:43:36.348+00,suspend,,0.0
abc0016496,2022-07-15 10:27:38.63+00,suspend,,0.0
abc0016497,2022-07-15 10:38:35.391+00,suspend,,0.0
abc0016499,2022-07-15 11:42:33.682+00,suspend,,0.0
abc0016500,2022-07-15 12:30:44.319+00,suspend,,0.0
abc0016501,2022-07-15 12:32:55.908+00,suspend,,0.0
abc0016502,2022-07-15 12:54:28.356+00,suspend,,0.0
abc0016503,2022-07-15 13:17:18.874+00,suspend,,0.0
abc0016504,2022-07-15 13:53:39.991+00,suspend,,0.0
abc0016505,2022-07-15 13:56:37.756+00,suspend,,0.0
abc0016506,2022-07-15 16:36:42.345+00,suspend,,0.0
abc0016507,2022-07-15 17:27:53.082+00,suspend,,0.0
abc0016508,2022-07-15 17:28:58.575+00,suspend,,0.0
abc0016509,2022-07-15 17:42:03.728+00,suspend,,0.0
abc0016510,2022-07-15 17:49:42.785+00,suspend,,0.0
abc0016511,2022-07-15 17:57:04.699+00,suspend,,0.0
abc0016512,2022-07-15 19:16:40.076+00,suspend,,0.0
abc0016513,2022-07-15 19:34:19.627+00,suspend,,0.0
abc0016514,2022-07-15 21:08:15.348+00,suspend,,0.0
abc0016515,2022-07-16 00:11:30.818+00,suspend,,0.0
abc0016516,2022-07-16 00:35:41.85+00,suspend,,0.0
abc0016517,2022-07-16 00:40:07.07+00,suspend,,0.0
abc0016518,2022-07-16 06:33:16.233+00,suspend,,0.0
abc0016519,2022-07-16 08:26:40.379+00,suspend,,0.0
abc0016520,2022-07-16 08:45:01.124+00,suspend,,0.0
abc0016521,2022-07-16 10:50:43.817+00,suspend,,0.0
abc0016522,2022-07-16 10:54:41.022+00,suspend,,0.0
abc0016523,2022-07-16 11:35:48.63+00,suspend,,0.0
abc0016524,2022-07-16 16:17:53.703+00,suspend,,0.0
abc0016526,2022-07-16 16:51:16.01+00,suspend,,0.0
abc0016527,2022-07-16 17:25:38.915+00,suspend,,0.0
abc0016528,2022-07-16 19:02:00.782+00,suspend,,0.0
abc0016529,2022-07-16 19:19:42.491+00,suspend,,0.0
abc0016530,2022-07-16 22:29:28.083+00,suspend,,0.0
abc0016531,2022-07-16 22:33:34.142+00,suspend,,0.0
abc0016532,2022-07-16 23:15:03.039+00,suspend,,0.0
abc0016533,2022-07-16 23:16:58.436+00,suspend,,0.0
abc0016534,2022-07-17 00:38:29.213+00,suspend,,0.0
abc0016535,2022-07-17 00:43:35.882+00,suspend,,0.0
abc0016537,2022-07-17 03:02:15.97+00,suspend,,0.0
abc0016538,2022-07-17 08:03:57.374+00,suspend,,0.0
abc0016539,2022-07-17 11:40:44.915+00,suspend,,0.0
abc0016540,2022-07-17 11:45:00.58+00,suspend,,0.0
abc0016544,2022-07-17 12:31:19.141+00,suspend,,0.0
abc0016545,2022-07-17 14:57:20.003+00,suspend,,0.0
abc0016546,2022-07-17 17:09:33.36+00,suspend,,0.0
abc0016547,2022-07-17 17:16:06.818+00,suspend,,0.0
abc0016548,2022-07-17 17:43:23.339+00,suspend,,0.0
abc0016549,2022-07-17 17:48:20.633+00,suspend,,0.0
abc0016550,2022-07-17 19:43:59.567+00,suspend,,0.0
abc0016551,2022-07-17 21:13:26.364+00,suspend,,0.0
abc0016552,2022-07-17 22:18:31.354+00,suspend,,0.0
abc0016553,2022-07-18 03:38:34.347+00,suspend,,8.0
abc0016554,2022-07-18 05:00:06.902+00,suspend,,0.0
abc0016555,2022-07-18 07:50:55.54+00,suspend,,0.0
abc0016556,2022-07-18 08:08:29.474+00,suspend,,0.0
abc0016557,2022-07-18 08:45:04.987+00,suspend,,0.0
abc0016558,2022-07-18 09:26:26.144+00,suspend,,0.0
abc0016559,2022-07-18 10:38:27.028+00,suspend,,0.0
abc0016560,2022-07-18 10:48:37.243+00,suspend,,0.0
abc0016561,2022-07-18 11:12:24.338+00,suspend,,0.0
abc0016562,2022-07-18 11:45:10.354+00,suspend,,0.0
abc0016563,2022-07-18 12:40:58.713+00,suspend,,0.0
abc0016564,2022-07-18 14:56:34.903+00,suspend,,0.0
abc0016565,2022-07-18 15:33:39.064+00,suspend,,0.0
abc0016566,2022-07-18 15:44:08.75+00,suspend,,0.0
abc0016567,2022-07-18 15:52:18.669+00,suspend,,0.0
abc0016568,2022-07-18 17:41:13.686+00,suspend,,0.0
abc0016569,2022-07-18 17:51:51.373+00,suspend,,0.0
abc0016570,2022-07-18 19:21:29.986+00,suspend,,0.0
abc0016571,2022-07-18 21:57:30.894+00,suspend,,0.0
abc0016572,2022-07-18 23:23:15.099+00,suspend,,0.0
abc0016573,2022-07-18 23:57:34.445+00,suspend,,0.0
abc0016574,2022-07-18 23:58:46.102+00,suspend,,0.0
abc0016575,2022-07-19 00:44:49.268+00,suspend,,0.0
abc0016576,2022-07-19 00:44:49.37+00,suspend,,0.0
abc0016577,2022-07-19 01:03:23.229+00,suspend,,0.0
abc0016578,2022-07-19 03:29:41.57+00,suspend,,0.0
abc0016579,2022-07-19 04:55:22.425+00,suspend,,0.0
abc0016580,2022-07-19 05:26:56.431+00,suspend,,0.0
abc0016582,2022-07-19 08:28:31.654+00,suspend,,0.0
abc0016583,2022-07-19 08:32:35.506+00,suspend,,0.0
abc0016584,2022-07-19 08:48:51.624+00,suspend,,0.0
abc0016585,2022-07-19 08:52:23.091+00,suspend,,0.0
abc0016586,2022-07-19 10:15:03.039+00,suspend,,0.0
abc0016587,2022-07-19 10:37:37.077+00,suspend,,0.0
abc0016588,2022-07-19 10:54:15.405+00,suspend,,0.0
abc0016589,2022-07-19 11:26:58.199+00,suspend,,0.0
abc0016590,2022-07-19 11:42:31.111+00,suspend,,0.0
abc0016591,2022-07-19 11:52:54.987+00,suspend,,0.0
abc0016592,2022-07-19 12:24:39.958+00,suspend,,0.0
abc0016593,2022-07-19 13:34:28.029+00,suspend,,0.0
abc0016594,2022-07-19 13:35:50.808+00,suspend,,0.0
abc0016595,2022-07-19 13:59:30.815+00,suspend,,0.0
abc0016596,2022-07-19 14:29:10.984+00,suspend,,0.0
abc0016597,2022-07-19 15:18:38.106+00,suspend,,0.0
abc0016598,2022-07-19 15:58:08.359+00,suspend,,0.0
abc0016599,2022-07-19 15:58:08.469+00,suspend,,0.0
abc0016600,2022-07-19 17:22:08.33+00,suspend,,0.0
abc0016601,2022-07-19 18:07:03.155+00,suspend,,0.0
abc0016602,2022-07-19 18:32:12.246+00,suspend,,0.0
abc0016603,2022-07-19 18:51:54.524+00,suspend,US,0.0
abc0016604,2022-07-19 19:16:39.267+00,active,ES,0.0
abc0016605,2022-07-19 20:47:02.475+00,suspend,,0.0
abc0016606,2022-07-19 22:19:48.361+00,suspend,,0.0
abc0016607,2022-07-19 22:29:57.631+00,suspend,,0.0
abc0016608,2022-07-20 02:23:41.46+00,suspend,,0.0
abc0016609,2022-07-20 04:27:48.256+00,suspend,,0.0
abc0016610,2022-07-20 04:51:59.796+00,suspend,,0.0
abc0016611,2022-07-20 06:09:00.738+00,suspend,,0.0
abc0016612,2022-07-20 06:18:32.86+00,suspend,,0.0
abc0016613,2022-07-20 06:31:04.494+00,suspend,,0.0
abc0016614,2022-07-20 07:32:33.957+00,suspend,,0.0
abc0016615,2022-07-20 08:11:23.584+00,suspend,,0.0
abc0016616,2022-07-20 08:14:26.988+00,suspend,,0.0
abc0016617,2022-07-20 11:29:23.413+00,suspend,,0.0
abc0016619,2022-07-20 11:36:47.635+00,suspend,,0.0
abc0016620,2022-07-20 12:56:50.5+00,suspend,,0.0
abc0016621,2022-07-20 13:10:48.297+00,suspend,,0.0
abc0016622,2022-07-20 13:20:04.288+00,suspend,,0.0
abc0016623,2022-07-20 13:46:34.697+00,suspend,,0.0
abc0016624,2022-07-20 14:29:01.073+00,suspend,,0.0
abc0016625,2022-07-20 15:42:35.558+00,suspend,,0.0
abc0016626,2022-07-20 15:54:46.559+00,suspend,,0.0
abc0016627,2022-07-20 16:27:43.214+00,suspend,,0.0
abc0016628,2022-07-20 20:14:44.727+00,suspend,,0.0
abc0016629,2022-07-20 20:53:11.005+00,suspend,,0.0
abc0016630,2022-07-20 21:23:53.438+00,suspend,,0.0
abc0016631,2022-07-20 22:32:59.571+00,suspend,,0.0
abc0016632,2022-07-20 22:44:23.206+00,suspend,,0.0
abc0016633,2022-07-21 02:08:11.647+00,active,US,0.0
abc0016634,2022-07-21 03:09:12.158+00,suspend,,0.0
abc0016635,2022-07-21 04:40:57.889+00,suspend,,0.0
abc0016636,2022-07-21 06:16:50.924+00,active,,0.0
abc0016637,2022-07-21 06:33:33.746+00,suspend,,0.0
abc0016638,2022-07-21 06:54:07.943+00,suspend,,0.0
abc0016639,2022-07-21 09:18:16.511+00,suspend,,0.0
abc0016640,2022-07-21 10:21:27.195+00,suspend,,0.0
abc0016641,2022-07-21 10:48:46.075+00,suspend,,0.0
abc0016642,2022-07-21 12:37:35.523+00,suspend,,0.0
abc0016643,2022-07-21 13:16:00.808+00,suspend,,0.0
abc0016645,2022-07-21 14:07:02.743+00,suspend,,0.0
abc0016647,2022-07-21 14:29:30.335+00,suspend,,0.0
abc0016651,2022-07-21 15:25:53.356+00,suspend,,0.0
abc0016652,2022-07-21 16:44:52.5+00,suspend,,0.0
abc0016653,2022-07-21 16:52:55.515+00,suspend,,0.0
abc0016655,2022-07-21 16:56:11.056+00,suspend,,0.0
abc0016656,2022-07-21 17:05:05.753+00,suspend,,0.0
abc0016658,2022-07-21 17:45:09.925+00,suspend,,0.0
abc0016659,2022-07-21 21:18:18.613+00,suspend,,0.0
abc0016660,2022-07-22 00:16:01.607+00,suspend,,0.0
abc0016661,2022-07-22 02:26:33.263+00,suspend,,0.0
abc0016662,2022-07-22 02:28:44.273+00,active,HK,0.0
abc0016663,2022-07-22 06:08:19.603+00,suspend,,0.0
abc0016664,2022-07-22 07:05:06.871+00,suspend,,0.0
abc0016665,2022-07-22 07:09:08.568+00,suspend,,0.0
abc0016666,2022-07-22 09:59:05.487+00,suspend,,0.0
abc0016667,2022-07-22 11:02:38.418+00,suspend,,0.0
abc0016668,2022-07-22 12:08:57.921+00,suspend,,0.0
abc0016669,2022-07-22 13:07:02.55+00,suspend,,0.0
abc0016670,2022-07-22 13:11:04.079+00,suspend,,0.0
abc0016671,2022-07-22 13:23:13.011+00,suspend,,0.0
abc0016672,2022-07-22 13:25:11.357+00,suspend,,0.0
abc0016673,2022-07-22 14:31:10.821+00,suspend,,0.0
abc0016674,2022-07-22 16:37:12.138+00,suspend,,0.0
abc0016675,2022-07-22 16:42:32.582+00,suspend,,0.0
abc0016676,2022-07-22 17:13:41.872+00,suspend,,0.0
abc0016677,2022-07-22 17:21:54.498+00,suspend,,0.0
abc0016678,2022-07-22 17:35:42.724+00,suspend,,0.0
abc0016679,2022-07-22 18:28:52.668+00,suspend,,0.0
abc0016680,2022-07-22 19:19:25.927+00,suspend,,0.0
abc0016681,2022-07-22 19:58:21.084+00,suspend,,0.0
abc0016682,2022-07-22 20:15:35.763+00,suspend,,0.0
abc0016683,2022-07-22 22:18:02.678+00,active,US,0.0
abc0016684,2022-07-22 22:42:51.383+00,suspend,,0.0
abc0016685,2022-07-23 00:04:15.115+00,suspend,,0.0
abc0016686,2022-07-23 05:52:29.195+00,suspend,,0.0
abc0016687,2022-07-23 06:22:30.236+00,suspend,,0.0
abc0016688,2022-07-23 07:09:43.308+00,suspend,,0.0
abc0016689,2022-07-23 09:29:28.42+00,suspend,,0.0
abc0016690,2022-07-23 09:47:53.177+00,suspend,,0.0
abc0016691,2022-07-23 09:51:24.833+00,suspend,,0.0
abc0016692,2022-07-23 10:25:46.205+00,suspend,,0.0
abc0016693,2022-07-23 10:43:27.294+00,suspend,,0.0
abc0016695,2022-07-23 12:34:54.618+00,suspend,,0.0
abc0016696,2022-07-23 13:58:56.796+00,suspend,,0.0
abc0016698,2022-07-23 15:00:58.761+00,suspend,,0.0
abc0016699,2022-07-23 15:06:57.36+00,suspend,,0.0
abc0016700,2022-07-23 16:01:05.173+00,suspend,,0.0
abc0016701,2022-07-23 19:09:03.746+00,suspend,,0.0
abc0016703,2022-07-23 20:06:07.116+00,suspend,,0.0
abc0016704,2022-07-23 20:42:53.752+00,suspend,,0.0
abc0016705,2022-07-23 21:14:14.647+00,suspend,,0.0
abc0016706,2022-07-23 22:51:05.714+00,suspend,,0.0
abc0016707,2022-07-24 01:20:21.928+00,suspend,,0.0
abc0016708,2022-07-24 01:30:39.133+00,suspend,,0.0
abc0016710,2022-07-24 01:30:52.509+00,suspend,,0.0
abc0016711,2022-07-24 03:08:56.173+00,suspend,,0.0
abc0016712,2022-07-24 05:51:01.029+00,suspend,,0.0
abc0016714,2022-07-24 07:07:19.974+00,suspend,,0.0
abc0016715,2022-07-24 08:37:49.021+00,active,US,0.0
abc0016716,2022-07-24 09:48:56.097+00,suspend,,0.0
abc0016717,2022-07-24 10:33:05.718+00,suspend,,0.0
abc0016718,2022-07-24 10:56:22.297+00,suspend,,0.0
abc0016719,2022-07-24 11:29:29.821+00,suspend,,0.0
abc0016720,2022-07-24 15:03:22.284+00,suspend,,0.0
abc0016721,2022-07-24 16:46:20.315+00,suspend,,0.0
abc0016722,2022-07-24 20:33:10.209+00,suspend,,0.0
abc0016723,2022-07-24 20:52:11.785+00,suspend,,0.0
abc0016724,2022-07-24 23:11:12.766+00,suspend,,0.0
abc0016725,2022-07-24 23:34:13.785+00,suspend,,0.0
abc0016726,2022-07-25 01:42:08.823+00,active,SG,9.0
abc0016727,2022-07-25 05:06:28.873+00,suspend,,0.0
abc0016728,2022-07-25 05:12:43.223+00,suspend,,0.0
abc0016729,2022-07-25 10:48:31.499+00,suspend,,0.0
abc0016730,2022-07-25 10:51:55.286+00,suspend,,0.0
abc0016731,2022-07-25 11:21:35.831+00,suspend,,0.0
abc0016732,2022-07-25 11:31:32.869+00,suspend,,0.0
abc0016733,2022-07-25 11:56:21.514+00,suspend,,0.0
abc0016734,2022-07-25 13:03:03.141+00,suspend,,0.0
abc0016735,2022-07-25 14:59:05.114+00,suspend,,0.0
abc0016736,2022-07-25 15:19:33.539+00,suspend,,0.0
abc0016737,2022-07-25 15:24:41.634+00,suspend,,0.0
abc0016738,2022-07-25 15:44:51.21+00,suspend,,0.0
abc0016740,2022-07-25 15:46:09.508+00,suspend,,0.0
abc0016741,2022-07-25 17:13:36.709+00,suspend,,0.0
abc0016742,2022-07-25 17:39:01.74+00,suspend,,0.0
abc0016743,2022-07-25 19:11:12.348+00,suspend,,0.0
abc0016744,2022-07-25 19:29:27.874+00,suspend,,0.0
abc0016745,2022-07-25 21:05:03.194+00,suspend,,0.0
abc0016746,2022-07-25 21:26:27.965+00,suspend,,0.0
abc0016747,2022-07-25 21:33:00.302+00,suspend,,0.0
abc0016748,2022-07-26 00:53:51.513+00,suspend,,0.0
abc0016749,2022-07-26 01:10:32.685+00,active,,9.0
abc0016750,2022-07-26 03:24:17.88+00,suspend,,0.0
abc0016751,2022-07-26 05:48:57.41+00,suspend,,0.0
abc0016752,2022-07-26 05:50:08.429+00,suspend,,0.0
abc0016753,2022-07-26 08:55:47.093+00,suspend,,0.0
abc0016755,2022-07-26 11:44:20.251+00,suspend,,0.0
abc0016756,2022-07-26 11:49:51.923+00,suspend,,0.0
abc0016758,2022-07-26 12:25:26.149+00,suspend,,0.0
abc0016760,2022-07-26 13:29:41.621+00,suspend,,0.0
abc0016761,2022-07-26 14:04:51.15+00,suspend,,0.0
abc0016762,2022-07-26 14:06:35.411+00,active,GB,0.0
abc0016763,2022-07-26 17:46:08.911+00,suspend,,0.0
abc0016764,2022-07-26 18:31:39.655+00,suspend,,0.0
abc0016766,2022-07-26 18:55:13.551+00,suspend,,0.0
abc0016767,2022-07-26 19:25:11.244+00,suspend,,0.0
abc0016769,2022-07-26 20:55:12.834+00,suspend,,0.0
abc0016770,2022-07-26 22:09:37.774+00,suspend,,0.0
abc0016772,2022-07-26 22:23:28.971+00,suspend,,0.0
abc0016773,2022-07-26 22:43:41.213+00,suspend,,0.0
abc0016774,2022-07-27 00:25:16.136+00,suspend,,0.0
abc0016775,2022-07-27 02:19:50.925+00,suspend,,0.0
abc0016776,2022-07-27 03:04:09.091+00,suspend,,0.0
abc0016779,2022-07-27 05:40:52.014+00,active,,9.0
abc0016794,2022-07-27 06:13:23.447+00,suspend,,0.0
abc0016808,2022-07-27 06:25:36.143+00,active,,0.0
abc0016814,2022-07-27 06:30:11.486+00,suspend,,0.0
abc0016815,2022-07-27 09:15:55.595+00,suspend,,0.0
abc0016829,2022-07-27 09:35:28.27+00,suspend,,0.0
abc0016837,2022-07-27 09:37:44.602+00,suspend,,0.0
abc0016839,2022-07-27 10:27:55.407+00,suspend,,0.0
abc0016843,2022-07-27 10:57:46.931+00,suspend,,0.0
abc0016844,2022-07-27 12:41:17.644+00,suspend,,0.0
abc0016845,2022-07-27 13:58:08.566+00,suspend,,0.0
abc0016846,2022-07-27 15:29:34.558+00,suspend,,0.0
abc0016847,2022-07-27 16:37:21.667+00,suspend,,0.0
abc0016848,2022-07-27 17:19:25.818+00,suspend,,0.0
abc0016849,2022-07-27 19:37:39.368+00,suspend,,0.0
abc0016850,2022-07-27 19:40:41.269+00,suspend,,0.0
abc0016851,2022-07-27 20:10:37.578+00,suspend,,0.0
abc0016852,2022-07-27 22:38:20.041+00,suspend,,0.0
abc0016853,2022-07-28 01:10:10.553+00,suspend,,0.0
abc0016854,2022-07-28 06:18:49.174+00,suspend,,0.0
abc0016855,2022-07-28 07:14:57.289+00,suspend,,0.0
abc0016856,2022-07-28 07:43:56.073+00,suspend,,0.0
abc0016857,2022-07-28 09:00:53.492+00,suspend,,0.0
abc0016858,2022-07-28 09:04:45.086+00,suspend,,0.0
abc0016859,2022-07-28 09:17:18.289+00,suspend,,0.0
abc0016860,2022-07-28 09:34:54.428+00,suspend,,8.0
abc0016861,2022-07-28 09:44:37.395+00,suspend,,0.0
abc0016862,2022-07-28 10:44:21.957+00,suspend,,8.0
abc0016863,2022-07-28 11:17:26.042+00,suspend,,0.0
abc0016864,2022-07-28 11:34:21.354+00,suspend,,0.0
abc0016865,2022-07-28 11:42:49.549+00,suspend,,0.0
abc0016866,2022-07-28 11:49:33.458+00,suspend,,0.0
abc0016867,2022-07-28 11:51:01.446+00,suspend,,0.0
abc0016868,2022-07-28 13:31:59.67+00,suspend,,0.0
abc0016869,2022-07-28 13:36:16.799+00,suspend,,0.0
abc0016870,2022-07-28 13:54:39.042+00,suspend,,0.0
abc0016873,2022-07-28 15:13:30.37+00,suspend,,0.0
abc0016874,2022-07-28 17:01:28.008+00,suspend,,0.0
abc0016875,2022-07-28 21:15:37.261+00,suspend,,0.0
abc0016876,2022-07-28 21:24:30.228+00,suspend,,0.0
abc0016877,2022-07-28 21:48:46.25+00,suspend,,0.0
abc0016878,2022-07-28 21:58:57.547+00,suspend,,0.0
abc0016879,2022-07-28 22:02:36.717+00,suspend,,0.0
abc0016880,2022-07-28 23:04:37.55+00,suspend,,0.0
abc0016882,2022-07-28 23:56:28.179+00,suspend,,0.0
abc0016884,2022-07-29 02:18:26.098+00,suspend,,0.0
abc0016885,2022-07-29 05:36:27.96+00,suspend,,0.0
abc0016890,2022-07-29 07:03:07.77+00,suspend,,0.0
abc0016891,2022-07-29 07:06:50.886+00,suspend,,0.0
abc0016892,2022-07-29 07:58:08.657+00,suspend,,0.0
abc0016893,2022-07-29 09:09:11.018+00,active,BR,0.0
abc0016894,2022-07-29 09:18:52.735+00,active,MX,0.0
abc0016895,2022-07-29 10:31:02.282+00,suspend,,0.0
abc0016896,2022-07-29 13:41:03.257+00,suspend,,0.0
abc0016897,2022-07-29 14:17:57.096+00,suspend,,0.0
abc0016898,2022-07-29 14:36:05.447+00,suspend,,0.0
abc0016899,2022-07-29 16:28:00.685+00,suspend,,0.0
abc0016900,2022-07-29 17:11:41.453+00,suspend,,0.0
abc0016901,2022-07-29 17:56:11.213+00,suspend,,0.0
abc0016902,2022-07-29 18:01:51.367+00,active,RO,0.0
abc0016903,2022-07-29 18:14:13.054+00,suspend,,0.0
abc0016904,2022-07-29 18:18:40.635+00,suspend,,0.0
abc0016905,2022-07-29 19:07:25.747+00,suspend,,0.0
abc0016906,2022-07-29 19:09:11.858+00,suspend,,0.0
abc0016907,2022-07-29 20:05:27.215+00,suspend,,0.0
abc0016908,2022-07-29 20:51:28.397+00,suspend,,0.0
abc0016909,2022-07-29 21:21:16.784+00,suspend,,0.0
abc0016910,2022-07-30 05:20:33.318+00,suspend,,0.0
abc0016911,2022-07-30 05:23:01.48+00,suspend,,0.0
abc0016912,2022-07-30 09:47:19.482+00,suspend,,0.0
abc0016913,2022-07-30 10:44:07.04+00,suspend,,0.0
abc0016914,2022-07-30 11:15:17.738+00,suspend,,0.0
abc0016915,2022-07-30 12:52:09.359+00,suspend,,0.0
abc0016916,2022-07-30 12:55:23.572+00,suspend,,0.0
abc0016917,2022-07-30 19:27:37.095+00,suspend,,0.0
abc0016918,2022-07-30 20:49:19.039+00,suspend,,0.0
abc0016919,2022-07-30 21:45:49.093+00,suspend,,0.0
abc0016920,2022-07-30 23:04:35.98+00,suspend,,0.0
abc0016921,2022-07-31 02:52:02.418+00,suspend,,0.0
abc0016922,2022-07-31 05:16:20.264+00,suspend,,0.0
abc0016923,2022-07-31 06:09:17.012+00,suspend,,0.0
abc0016925,2022-07-31 07:39:25.176+00,suspend,,0.0
abc0016926,2022-07-31 08:10:29.484+00,suspend,,0.0
abc0016927,2022-07-31 09:08:23.182+00,suspend,,0.0
abc0016928,2022-07-31 09:31:25.255+00,suspend,,0.0
abc0016929,2022-07-31 09:58:40.677+00,suspend,,0.0
abc0016930,2022-07-31 12:37:55.292+00,suspend,,0.0
abc0016931,2022-07-31 14:06:31.212+00,suspend,,0.0
abc0016932,2022-07-31 14:09:06.857+00,suspend,,0.0
abc0016933,2022-07-31 14:18:30.393+00,suspend,,0.0
abc0016934,2022-07-31 14:23:03.316+00,suspend,,0.0
abc0016935,2022-07-31 15:50:41.639+00,suspend,,0.0
abc0016936,2022-07-31 17:21:24.781+00,suspend,,0.0
abc0016937,2022-07-31 17:29:05.265+00,suspend,,0.0
abc0016938,2022-07-31 17:29:57.133+00,suspend,,0.0
abc0016939,2022-08-01 00:02:43.896+00,suspend,,0.0
abc0016940,2022-08-01 01:55:54.078+00,active,,0.0
abc0016941,2022-08-01 08:28:46.054+00,suspend,,0.0
abc0016942,2022-08-01 10:04:10.892+00,suspend,,0.0
abc0016943,2022-08-01 10:43:35.11+00,active,,0.0
abc0016944,2022-08-01 10:59:46.14+00,suspend,,0.0
abc0016945,2022-08-01 11:26:41.521+00,suspend,,0.0
abc0016946,2022-08-01 11:39:19.286+00,suspend,,0.0
abc0016947,2022-08-01 11:52:19.695+00,suspend,,0.0
abc0016948,2022-08-01 11:56:34.905+00,suspend,,0.0
abc0016949,2022-08-01 11:56:48.642+00,suspend,,0.0
abc0016950,2022-08-01 12:07:34.03+00,suspend,,0.0
abc0016951,2022-08-01 12:15:26.327+00,suspend,,0.0
abc0016952,2022-08-01 13:15:50.474+00,suspend,,0.0
abc0016953,2022-08-01 13:41:07.769+00,suspend,,0.0
abc0016954,2022-08-01 14:35:25.334+00,suspend,,0.0
abc0016955,2022-08-01 14:48:23.617+00,suspend,,0.0
abc0016956,2022-08-01 15:13:48.972+00,suspend,,0.0
abc0016957,2022-08-01 16:46:49.67+00,suspend,,0.0
abc0016959,2022-08-01 18:16:37.828+00,suspend,,0.0
abc0016960,2022-08-01 18:37:13.8+00,suspend,,0.0
abc0016961,2022-08-01 18:46:26.87+00,suspend,,0.0
