merchant_id,updated_at,currency,balance,balance_type
abc0001951,2021-10-01 04:37:22.378+00,,0.0,test
abc0001952,2021-10-01 04:37:22.386+00,,0.0,real
abc0001953,2021-10-01 04:37:22.399+00,,0.0,real
abc0001954,2021-10-01 04:37:22.413+00,,0.0,real
abc0001954,2021-10-01 04:37:22.423+00,,0.0,real
abc0001955,2021-10-01 04:37:22.437+00,,0.0,test
abc0001956,2021-10-01 04:37:22.445+00,,0.0,real
abc0001957,2021-10-01 04:37:22.458+00,,0.0,real
abc0001957,2021-10-01 04:37:22.467+00,,0.0,test
abc0001958,2021-10-01 04:37:22.481+00,,0.0,test
abc0001959,2021-10-01 04:37:22.489+00,,0.0,real
abc0001959,2021-10-01 04:37:22.498+00,,0.0,test
abc0001961,2021-10-01 04:37:22.52+00,,0.0,real
abc0001962,2021-10-01 04:37:22.534+00,,0.0,real
abc0001962,2021-10-01 04:37:22.542+00,,0.0,test
abc0001963,2021-10-01 04:37:22.55+00,,0.0,real
abc0001963,2021-10-01 04:37:22.563+00,,0.0,test
abc0001964,2021-10-01 04:37:22.571+00,,0.0,real
abc0001964,2021-10-01 04:37:22.58+00,,0.0,test
abc0001965,2021-10-01 04:37:22.588+00,,0.0,real
abc0001966,2021-10-01 04:37:22.61+00,,0.0,test
abc0001967,2021-10-01 04:37:22.626+00,,0.0,real
abc0001967,2021-10-01 04:37:22.633+00,,0.0,test
abc0001968,2021-10-01 04:37:22.647+00,,0.0,test
abc0001969,2021-10-01 04:37:22.654+00,,0.0,real
abc0001969,2021-10-01 04:37:22.663+00,,0.0,test
abc0001970,2021-10-01 04:37:22.67+00,,0.0,real
abc0001970,2021-10-01 04:37:22.678+00,,0.0,real
abc0001971,2021-10-01 04:37:22.685+00,,0.0,real
abc0001972,2021-10-01 04:37:22.698+00,,0.0,real
abc0001972,2021-10-01 04:37:22.708+00,,0.0,test
abc0001973,2021-10-01 04:37:22.722+00,,0.0,test
abc0001974,2021-10-01 04:37:22.73+00,,0.0,real
abc0001974,2021-10-01 04:37:22.739+00,,0.0,test
abc0001975,2021-12-14 03:59:05.034+00,,55.07,real
abc0001975,2021-10-01 04:37:22.76+00,,0.0,test
abc0001976,2021-10-01 04:37:22.768+00,,0.0,real
abc0001976,2021-10-01 04:37:22.776+00,,0.0,test
abc0001977,2021-10-01 04:37:22.784+00,,0.0,real
abc0001977,2021-10-01 04:37:22.792+00,,0.0,test
abc0001978,2021-10-01 04:37:22.8+00,,0.0,real
abc0001980,2021-10-01 04:37:22.823+00,,0.0,real
abc0001981,2021-10-01 04:37:22.835+00,,0.0,real
abc0001981,2021-10-01 04:37:22.848+00,,0.0,test
abc0001983,2021-10-01 04:37:22.855+00,,0.0,real
abc0001983,2021-10-01 04:37:22.862+00,,0.0,real
abc0001985,2021-10-01 04:37:22.877+00,,0.0,test
abc0001986,2021-10-01 04:37:22.886+00,,0.0,real
abc0001987,2021-10-01 04:37:22.899+00,,0.0,real
abc0001988,2021-10-01 04:37:22.917+00,,0.0,test
abc0001989,2021-10-01 04:37:22.927+00,,0.0,real
abc0001989,2021-10-01 04:37:22.939+00,,0.0,test
abc0001990,2021-10-01 04:37:22.946+00,,0.0,real
abc0001990,2021-10-01 04:37:22.954+00,,0.0,test
abc0001991,2021-10-01 04:37:22.963+00,,0.0,real
abc0001991,2021-10-01 04:37:22.972+00,,0.0,real
abc0001992,2021-10-01 04:37:22.981+00,,0.0,real
abc0001992,2021-10-01 04:37:22.989+00,,0.0,real
abc0001993,2021-10-01 04:37:22.996+00,,0.0,real
abc0001993,2021-10-01 04:37:23.005+00,,0.0,test
abc0001994,2021-10-01 04:37:23.012+00,,0.0,real
abc0001995,2021-10-01 04:37:23.026+00,,0.0,real
abc0001995,2021-10-01 04:37:23.035+00,,0.0,test
abc0001996,2021-10-01 04:37:23.048+00,,0.0,test
abc0001997,2021-10-01 04:37:23.058+00,,0.0,real
abc0001997,2021-10-01 04:37:23.066+00,,0.0,test
abc0001998,2021-10-01 04:37:23.073+00,,0.0,real
abc0001999,2021-10-01 04:37:23.089+00,,0.0,test
abc0002000,2021-10-01 04:37:23.098+00,,0.0,real
abc0002001,2021-10-01 04:37:23.116+00,,0.0,test
abc0002002,2021-10-01 04:37:23.124+00,,0.0,real
abc0002002,2021-10-01 04:37:23.133+00,,0.0,test
abc0002003,2021-10-01 04:37:23.147+00,,0.0,test
abc0002004,2021-10-01 04:37:23.155+00,,0.0,real
abc0002004,2021-10-01 04:37:23.17+00,,0.0,test
abc0002005,2021-10-01 04:37:23.178+00,,0.0,real
abc0002005,2021-10-01 04:37:23.186+00,,0.0,test
abc0002006,2021-10-01 04:37:23.194+00,,0.0,real
abc0002008,2021-10-01 04:37:23.207+00,,0.0,real
abc0002008,2021-10-01 04:37:23.217+00,,0.0,test
abc0002010,2021-10-01 04:37:23.225+00,,0.0,real
abc0002011,2021-10-01 04:37:23.242+00,,0.0,real
abc0002011,2021-10-01 04:37:23.25+00,,0.0,test
abc0002014,2021-10-01 04:37:23.268+00,,0.0,real
abc0007972,2022-10-29 00:03:35.011+00,,-5299856.81,real
abc0008012,2021-10-01 14:55:18.837+00,,0.0,real
abc0008008,2021-10-02 00:01:57.999+00,,0.0,test
abc0008008,2021-10-02 00:01:58.006+00,,0.0,real
abc0008011,2021-11-29 01:33:30.637+00,,185.38,real
abc0008013,2021-10-02 00:01:58.044+00,,0.0,real
abc0004080,2022-06-27 02:19:16.342+00,,-50.07,real
abc0007355,2021-10-03 00:01:48.849+00,,0.0,real
abc0008022,2021-10-04 00:01:51.969+00,,0.0,test
abc0008042,2021-10-13 07:20:37.456+00,,-20.93,real
abc0008051,2022-10-08 07:33:32.159+00,,34734.22,real
abc0008044,2021-10-05 00:01:51.936+00,,0.0,real
abc0008052,2021-12-09 21:39:42.059+00,,1452.25,real
abc0008053,2021-10-05 00:01:51.991+00,,0.0,real
abc0008054,2021-10-05 00:01:52.003+00,,0.0,real
abc0008056,2021-10-05 00:01:52.019+00,,0.0,test
abc0008059,2021-10-05 00:01:52.041+00,,0.0,real
abc0008060,2021-10-05 00:01:52.053+00,,0.0,real
abc0008061,2021-10-05 00:01:52.065+00,,0.0,test
abc0008070,2021-10-06 00:01:52.839+00,,144.87,real
abc0007922,2021-11-30 17:44:43.35+00,,100.0,real
abc0008056,2022-07-17 01:29:23.848+00,,-31170.760000000002,real
abc0008064,2021-10-06 00:01:52.791+00,,0.0,test
abc0008064,2021-10-06 00:01:52.797+00,,0.0,real
abc0008067,2024-01-26 00:06:00.698+00,,-23933.498499999998,real
abc0008075,2021-10-06 00:01:52.865+00,,0.0,real
abc0008087,2021-10-06 07:55:10.786+00,,0.0,real
abc0008092,2021-10-07 17:31:59.32+00,,2.1,test
abc0005648,2021-10-07 00:01:39.576+00,,0.0,real
abc0008085,2021-10-07 00:01:52.52+00,,0.0,real
abc0008100,2021-10-07 00:01:52.624+00,,0.0,real
abc0008103,2021-10-07 10:33:05.268+00,,27.06,real
abc0008106,2021-10-08 00:01:54.575+00,,0.0,real
abc0008113,2021-10-08 00:01:54.617+00,,0.0,test
abc0007986,2021-10-09 00:01:53.904+00,,35.0,real
abc0007886,2021-10-09 00:01:53.364+00,,0.0,real
abc0008098,2021-10-09 00:01:54.456+00,,0.0,real
abc0008117,2021-10-09 00:01:54.584+00,,0.0,real
abc0008117,2021-10-09 00:01:54.59+00,,0.0,real
abc0008119,2021-10-09 00:01:54.606+00,,0.0,real
abc0008120,2021-10-09 00:01:54.617+00,,0.0,real
abc0008123,2021-10-09 00:01:54.64+00,,0.0,real
abc0008124,2021-10-09 00:01:54.651+00,,0.0,real
abc0007339,2023-06-06 09:16:18.843+00,,507.7222999999999,test
abc0004094,2021-10-09 03:55:11.496+00,,0.0,real
abc0003501,2021-10-10 00:01:27.002+00,,0.0,test
abc0007304,2021-10-10 00:01:48.401+00,,0.0,test
abc0007773,2021-10-10 00:01:50.847+00,,0.0,real
abc0008132,2021-10-10 00:01:52.673+00,,0.0,real
abc0008133,2021-10-10 00:01:52.685+00,,0.0,real
abc0008142,2021-10-10 11:04:13.245+00,,4.75,test
abc0008142,2021-11-26 13:58:41.141+00,,129.2,real
abc0008155,2021-10-10 23:55:10.949+00,,0.0,real
abc0007022,2021-10-11 00:01:51.605+00,,0.0,real
abc0008140,2021-10-11 00:01:57.546+00,,0.0,real
abc0008150,2021-10-11 00:01:57.602+00,,0.0,real
abc0008152,2021-10-11 00:01:57.619+00,,0.0,real
abc0008153,2021-10-11 00:01:57.631+00,,0.0,real
abc0008155,2021-10-11 00:01:57.647+00,,0.0,test
abc0008164,2021-10-11 14:55:14.374+00,,0.0,real
abc0008159,2021-10-12 00:01:52.006+00,,0.0,real
abc0008066,2024-03-22 00:06:42.243+00,,-2948039.67,real
abc0008168,2021-10-12 23:55:11.763+00,,0.0,real
abc0008180,2021-10-13 00:01:53.153+00,,0.0,real
abc0008187,2021-10-13 00:01:53.194+00,,0.0,real
abc0008210,2021-10-13 23:55:14.099+00,,0.0,real
abc0003493,2021-10-14 00:01:26.483+00,,0.0,real
abc0006979,2021-10-14 00:01:46.106+00,,0.0,real
abc0008188,2021-10-14 00:01:52.327+00,,0.0,real
abc0008200,2021-10-14 00:01:52.385+00,,0.0,test
abc0008202,2021-10-14 00:01:52.4+00,,0.0,real
abc0008203,2021-10-14 00:01:52.411+00,,0.0,real
abc0008185,2021-10-14 08:55:14.46+00,,0.0,real
abc0006641,2021-10-15 00:01:42.685+00,,0.0,real
abc0008212,2021-10-15 00:01:50.967+00,,0.0,real
abc0008212,2021-10-15 00:01:50.973+00,,0.0,test
abc0008214,2021-10-15 00:01:50.988+00,,0.0,test
abc0008216,2023-03-30 02:10:48.355+00,,-1250.49,real
abc0008217,2021-10-15 00:01:51.015+00,,0.0,real
abc0008221,2021-10-15 00:01:51.034+00,,0.0,real
abc0008225,2022-02-17 20:14:01.041+00,,27833.41,real
abc0008112,2021-10-15 22:55:12.736+00,,0.0,real
abc0008227,2021-10-16 00:01:50.648+00,,0.0,real
abc0008227,2021-10-17 04:53:03.827+00,,11.13,real
abc0008229,2021-10-16 00:01:50.672+00,,0.0,test
abc0008229,2021-10-16 00:01:50.678+00,,0.0,real
abc0008231,2021-10-16 00:01:50.694+00,,0.0,test
abc0002076,2021-12-06 09:59:13.622+00,,1194.22,real
abc0006633,2021-10-17 00:01:42.785+00,,0.0,real
abc0008245,2021-10-17 00:01:51.379+00,,0.0,test
abc0008245,2021-10-17 00:01:51.385+00,,0.0,real
abc0008248,2021-10-17 00:01:51.405+00,,0.0,real
abc0008250,2021-10-17 00:01:51.42+00,,0.0,real
abc0007960,2021-10-28 00:01:49.431+00,,18.3,real
abc0008256,2021-10-18 00:01:52.894+00,,0.0,test
abc0008258,2021-10-18 00:01:52.913+00,,0.0,real
abc0008266,2021-10-18 00:01:52.956+00,,0.0,real
abc0008280,2021-10-18 11:39:19.697+00,,5.01,real
abc0008283,2022-05-31 14:25:18.014+00,,5811.32,real
abc0006021,2021-10-19 00:01:39.23+00,,0.0,real
abc0008275,2021-10-19 00:01:51.077+00,,0.0,test
abc0008276,2021-10-19 00:01:51.091+00,,0.0,test
abc0008277,2021-10-19 00:01:51.102+00,,0.0,real
abc0008285,2021-10-19 00:01:51.159+00,,0.0,real
abc0008287,2021-10-19 00:01:51.178+00,,0.0,test
abc0006287,2021-10-20 00:01:40.912+00,,0.0,test
abc0008240,2021-10-20 00:01:51.487+00,,0.0,real
abc0008264,2022-02-01 23:34:08.921+00,,1277.08,real
abc0008271,2021-10-20 00:01:51.656+00,,0.0,real
abc0008297,2021-10-20 00:01:51.782+00,,0.0,real
abc0008297,2021-10-20 00:01:51.791+00,,0.0,test
abc0008299,2021-10-20 00:01:51.807+00,,0.0,test
abc0008303,2021-10-20 00:01:51.831+00,,0.0,test
abc0008303,2021-10-20 00:01:51.836+00,,0.0,real
abc0008298,2021-10-20 03:55:13.394+00,,0.0,real
abc0008316,2021-10-20 14:49:26.659+00,,100.0,test
abc0008316,2021-10-20 15:55:12.343+00,,0.0,real
abc0008154,2022-12-07 15:22:48.031+00,,41025.4277,real
abc0008318,2021-10-21 00:01:51.765+00,,0.0,real
abc0008275,2021-11-23 02:45:34.712+00,,-55000.0,real
abc0001430,2021-10-22 00:01:13.433+00,,0.0,real
abc0005753,2021-11-11 12:20:01.681+00,,-1867.1000000000001,test
abc0008273,2021-10-22 00:01:52.195+00,,0.0,real
abc0008308,2021-11-09 09:47:47.921+00,,20.0,real
abc0008330,2021-10-22 00:01:52.492+00,,0.0,real
abc0008333,2023-04-04 13:51:58.948+00,,-189.7671,real
abc0006065,2022-01-18 20:27:16.133+00,,26.78,real
abc0008145,2021-10-23 00:01:50.639+00,,0.0,real
abc0008311,2021-10-23 00:01:51.482+00,,0.0,real
abc0008353,2021-10-23 00:01:51.684+00,,0.0,test
abc0008354,2021-10-23 00:01:51.696+00,,0.0,real
abc0008356,2022-03-22 00:01:49.139+00,,2.23,real
abc0008356,2022-01-24 09:29:31.419+00,,0.74,test
abc0008361,2021-10-23 00:01:51.74+00,,0.0,real
abc0008365,2021-10-23 00:01:51.765+00,,0.0,real
abc0008365,2021-10-23 00:01:51.771+00,,0.0,test
abc0008370,2021-10-26 08:41:33.919+00,,978.06,test
abc0008184,2021-10-23 14:55:13.997+00,,0.0,real
abc0002505,2021-10-24 00:01:19.096+00,,0.0,real
abc0008370,2024-03-19 00:07:10.328+00,,-13531.333100000002,real
abc0008376,2021-10-24 00:01:51.555+00,,0.0,real
abc0008357,2021-10-25 00:01:51.67+00,,0.0,test
abc0008389,2021-10-25 00:01:51.809+00,,0.0,real
abc0008394,2021-10-25 00:01:51.84+00,,0.0,test
abc0008396,2021-10-25 00:01:51.856+00,,0.0,real
abc0008397,2021-10-25 00:01:51.869+00,,0.0,real
abc0008403,2021-10-25 00:01:51.903+00,,0.0,real
abc0008405,2021-10-25 00:01:51.92+00,,0.0,real
abc0008406,2021-10-25 00:01:51.931+00,,0.0,real
abc0007257,2021-10-26 00:01:45.733+00,,0.0,real
abc0008417,2021-10-26 00:01:51.761+00,,0.0,real
abc0008331,2021-10-26 18:11:46.613+00,,90.19,real
abc0006065,2021-11-10 22:03:36.46+00,,40.3245,test
abc0008423,2021-10-27 00:01:52.558+00,,0.0,real
abc0008425,2021-10-27 00:01:52.574+00,,0.0,real
abc0008428,2021-10-27 00:01:52.593+00,,0.0,real
abc0006917,2021-12-19 16:51:20.725+00,,521.4,real
abc0008440,2021-10-27 19:48:55.63+00,,11.6,real
abc0008420,2021-10-27 20:55:10.849+00,,0.0,real
abc0008092,2021-10-28 00:01:50.098+00,,0.0,real
abc0008432,2021-10-28 00:01:51.852+00,,0.0,real
abc0008435,2021-10-28 00:01:51.876+00,,0.0,real
abc0008438,2021-10-28 00:01:51.9+00,,0.0,real
abc0008443,2021-10-28 00:01:51.934+00,,0.0,real
abc0008445,2021-10-28 00:01:51.95+00,,0.0,real
abc0008461,2021-10-28 22:33:11.776+00,,250.0,real
abc0008194,2021-10-28 22:55:11.121+00,,0.0,real
abc0008402,2021-10-29 00:01:51.995+00,,0.0,real
abc0008449,2021-10-29 00:01:52.672+00,,0.0,real
abc0008450,2022-01-14 15:49:01.559+00,,9.05,real
abc0008353,2024-01-31 00:06:07.094+00,,-423921.56169999996,real
abc0006093,2021-10-30 00:01:40.455+00,,0.0,real
abc0007264,2021-10-30 00:01:46.938+00,,0.0,real
abc0008464,2021-10-30 00:01:53.723+00,,0.0,real
abc0008467,2021-10-30 00:01:53.743+00,,0.0,real
abc0008472,2021-10-30 00:01:53.771+00,,0.0,real
abc0008434,2023-03-18 16:10:39.701+00,,702.2737,real
abc0008480,2021-10-30 13:22:27.909+00,,4.0,real
abc0005378,2022-06-19 17:37:59.028+00,,950.3299999999999,real
abc0008475,2021-10-31 00:01:52.627+00,,0.0,test
abc0008479,2021-11-10 08:23:17.894+00,,390.0,real
abc0008488,2021-10-31 00:01:52.704+00,,0.0,real
abc0008386,2021-11-03 14:58:14.363+00,,3.47,real
abc0008494,2021-11-01 11:41:16.141+00,,50.0,real
abc0006030,2021-11-01 00:01:39.354+00,,0.0,real
abc0008455,2021-11-01 00:01:52.306+00,,0.0,real
abc0008495,2021-11-01 00:01:52.502+00,,0.0,real
abc0008497,2021-11-01 00:01:52.518+00,,0.0,real
abc0008500,2021-11-01 00:01:52.534+00,,0.0,real
abc0008502,2021-11-01 00:01:52.55+00,,0.0,real
abc0008504,2021-11-01 00:01:52.566+00,,0.0,real
abc0008456,2021-11-01 18:55:15.869+00,,0.0,real
abc0008034,2022-02-06 17:11:37.194+00,,29.58,real
abc0008483,2021-11-02 00:01:51.535+00,,0.0,real
abc0008485,2021-11-02 00:01:51.551+00,,0.0,real
abc0008485,2021-11-02 00:01:51.556+00,,0.0,test
abc0008501,2021-11-02 00:01:51.638+00,,0.0,real
abc0008507,2021-11-02 00:01:51.676+00,,0.0,test
abc0008549,2021-11-14 00:12:28.891+00,,324.09,real
abc0008524,2021-11-03 00:01:53.241+00,,0.0,real
abc0008536,2021-11-03 00:01:53.306+00,,0.0,real
abc0008538,2021-11-05 11:56:01.658+00,,1.0,real
abc0008541,2021-11-03 00:01:53.343+00,,0.0,real
abc0008541,2021-11-03 00:01:53.349+00,,0.0,test
abc0008074,2022-01-19 19:10:59.454+00,,4.44,real
abc0008516,2021-11-04 00:01:52.493+00,,0.0,real
abc0008555,2021-11-04 00:01:52.664+00,,0.0,real
abc0008561,2022-01-22 09:50:48.383+00,,124.77,real
abc0008563,2021-11-04 00:01:52.703+00,,0.0,real
abc0003105,2021-11-05 00:01:23.111+00,,0.0,real
abc0007757,2021-11-05 00:01:49.313+00,,0.0,real
abc0008447,2022-04-14 17:33:06.247+00,,2575.18,real
abc0008565,2021-11-05 00:01:54.402+00,,0.0,test
abc0008565,2021-11-05 00:01:54.408+00,,0.0,real
abc0008573,2021-11-05 00:01:54.437+00,,0.0,real
abc0008589,2022-03-30 04:47:27.635+00,,11221.65,real
abc0008560,2023-03-24 00:04:13.314+00,,293.38200000000006,real
abc0008099,2021-11-06 00:01:50.874+00,,0.0,real
abc0008554,2022-06-16 11:50:48.606+00,,143.22,test
abc0008586,2021-11-06 00:01:53.787+00,,0.0,test
abc0008590,2021-11-06 00:01:53.818+00,,0.0,real
abc0008598,2021-11-07 00:01:52.802+00,,0.0,real
abc0002517,2021-11-08 00:01:19.244+00,,1764.38,real
abc0008581,2021-11-15 11:36:40.973+00,,330.0,real
abc0008183,2023-06-22 00:04:38.758+00,,-111575.4917,real
abc0007124,2022-01-22 07:02:29.817+00,,527.64,test
abc0008512,2022-03-24 17:46:38.081+00,,6888.71,real
abc0008620,2021-11-09 00:01:53.325+00,,0.0,real
abc0008623,2021-11-09 00:01:53.346+00,,0.0,real
abc0008625,2021-11-09 00:01:53.361+00,,0.0,test
abc0008626,2021-11-09 00:01:53.373+00,,0.0,real
abc0008633,2021-11-09 00:01:53.413+00,,0.0,real
abc0008651,2021-11-10 00:04:41.119+00,,9.74,real
abc0008255,2021-11-10 00:01:51.896+00,,0.0,real
abc0008466,2021-11-10 00:01:53.403+00,,0.0,test
abc0008584,2022-08-03 10:01:21.396+00,,58.02000000000001,test
abc0008638,2021-11-10 00:01:54.25+00,,0.0,real
abc0008648,2021-11-10 00:01:54.292+00,,0.0,real
abc0008653,2021-11-10 00:01:54.325+00,,0.0,test
abc0008529,2021-12-03 06:17:02.292+00,,1101.69,real
abc0008186,2021-12-16 00:54:29.745+00,,72.0,test
abc0008473,2021-11-11 00:01:53.167+00,,0.0,real
abc0008662,2021-11-11 00:01:54.096+00,,0.0,real
abc0008668,2021-11-11 00:01:54.132+00,,0.0,real
abc0008668,2021-11-11 00:01:54.137+00,,0.0,test
abc0008670,2021-11-11 00:01:54.153+00,,0.0,real
abc0008661,2021-11-15 02:54:13.494+00,,-15000.0,real
abc0008671,2021-11-15 20:15:42.681+00,,101.41,test
abc0005752,2021-11-15 15:46:18.29+00,,-921.46,test
abc0008671,2021-11-12 00:01:53.934+00,,0.0,real
abc0008672,2021-11-12 00:01:53.946+00,,0.0,test
abc0008672,2021-11-12 00:01:53.952+00,,0.0,real
abc0008679,2021-11-12 00:01:53.985+00,,0.0,real
abc0008616,2021-11-12 09:08:26.414+00,,0.0,real
abc0008479,2021-11-13 00:01:47.997+00,,0.0,real
abc0008517,2021-11-13 00:01:48.219+00,,0.0,real
abc0008530,2021-11-13 00:01:48.277+00,,0.0,real
abc0008574,2021-12-13 13:51:29.44+00,,1788.11,test
abc0008687,2021-11-13 00:01:49.076+00,,0.0,real
abc0008692,2021-11-13 00:01:49.105+00,,0.0,real
abc0008693,2021-11-13 00:01:49.116+00,,0.0,real
abc0008694,2021-11-13 00:01:49.127+00,,0.0,real
abc0006840,2021-12-14 17:14:04.656+00,,243.72,real
abc0007076,2021-11-14 00:01:40.625+00,,0.0,real
abc0008543,2021-11-14 00:01:48.708+00,,0.0,real
abc0008712,2021-11-14 00:01:49.496+00,,0.0,real
abc0008727,2022-12-01 09:29:53.895+00,,-6100.8,real
abc0008509,2021-11-15 00:01:48.88+00,,0.0,real
abc0008624,2021-11-15 00:01:49.427+00,,0.0,real
abc0008722,2021-11-15 00:01:49.909+00,,0.0,real
abc0008729,2021-11-15 00:01:49.953+00,,0.0,real
abc0008744,2021-11-17 23:45:22.76+00,,-6.59,real
abc0007460,2021-11-15 19:55:11.76+00,,0.0,real
abc0007460,2021-11-16 00:01:42.353+00,,0.0,test
abc0008639,2021-11-19 12:49:22.202+00,,0.89,real
abc0008736,2021-11-16 00:01:49.361+00,,0.0,real
abc0008749,2021-11-16 00:01:49.425+00,,0.0,test
abc0008749,2021-11-16 00:01:49.431+00,,0.0,real
abc0008750,2021-11-16 00:01:49.443+00,,0.0,test
abc0008754,2021-11-16 00:01:49.468+00,,0.0,real
abc0008617,2021-12-04 00:02:08.886+00,,47.0,real
abc0008466,2023-04-04 13:40:55.61+00,,-900.0,real
abc0007405,2024-03-23 08:55:07.746+00,,-52426366.7457,real
abc0008615,2021-11-17 00:01:53.3+00,,0.0,real
abc0008765,2021-11-17 00:01:54.05+00,,0.0,test
abc0008774,2021-11-17 00:01:54.097+00,,0.0,real
abc0008786,2021-11-17 00:01:54.158+00,,0.0,real
abc0008796,2021-11-17 15:04:41.813+00,,1.31,real
abc0008797,2021-11-18 10:49:19.302+00,,61.87,test
abc0008800,2021-11-18 00:01:57.091+00,,-49.940000000000005,test
abc0008730,2021-11-18 00:01:56.726+00,,0.0,real
abc0008787,2021-11-18 00:01:57.001+00,,0.0,real
abc0008795,2021-11-18 00:01:57.038+00,,0.0,real
abc0008797,2021-11-18 00:01:57.06+00,,0.0,real
abc0008799,2021-11-18 00:01:57.08+00,,0.0,real
abc0008699,2021-11-18 10:55:14.589+00,,0.0,real
abc0008805,2021-11-18 12:55:14.375+00,,0.0,real
abc0008762,2021-11-18 18:55:11.076+00,,0.0,real
abc0008680,2021-11-19 00:01:59.426+00,,0.0,real
abc0008782,2021-11-19 00:02:00.113+00,,0.0,real
abc0008806,2021-11-24 13:56:44.92+00,,1.12,real
abc0008810,2021-11-19 00:02:00.313+00,,0.0,real
abc0008811,2021-11-19 00:02:00.326+00,,0.0,real
abc0008838,2021-11-19 22:55:13.602+00,,0.0,real
abc0008564,2021-11-20 00:01:53.96+00,,0.0,real
abc0008825,2021-11-20 00:01:55.247+00,,0.0,real
abc0008826,2021-11-20 00:01:55.259+00,,0.0,test
abc0008831,2021-11-20 00:01:55.288+00,,0.0,real
abc0008831,2021-11-20 00:01:55.293+00,,0.0,test
abc0008832,2021-11-20 00:01:55.305+00,,0.0,real
abc0008834,2021-11-20 00:01:55.32+00,,0.0,test
abc0008226,2022-12-11 07:26:05.138+00,,18292.3324,real
abc0008830,2021-11-21 00:01:54.789+00,,0.0,real
abc0008840,2021-11-21 00:01:54.855+00,,0.0,real
abc0008841,2021-11-21 00:01:54.867+00,,0.0,real
abc0008842,2021-11-21 00:01:54.879+00,,0.0,real
abc0008850,2021-11-21 00:01:54.923+00,,0.0,real
abc0008857,2021-11-21 00:01:54.963+00,,0.0,real
abc0004308,2021-11-22 00:01:34.543+00,,0.0,real
abc0008726,2022-02-19 20:58:44.332+00,,0.4,real
abc0008848,2021-11-22 00:02:01.429+00,,0.0,real
abc0008858,2021-11-22 00:02:01.49+00,,0.0,real
abc0008862,2021-11-22 00:02:01.515+00,,0.0,real
abc0008865,2021-11-22 00:02:01.537+00,,0.0,test
abc0008865,2021-11-22 00:02:01.542+00,,0.0,real
abc0008867,2021-11-22 00:02:01.558+00,,0.0,real
abc0008872,2021-11-22 00:02:01.586+00,,0.0,real
abc0008882,2021-12-05 11:40:32.855+00,,2947.97,real
abc0008891,2021-11-22 23:23:24.734+00,,5.99,real
abc0008474,2021-11-23 00:01:56.525+00,,0.0,real
abc0008799,2021-12-03 14:58:40.665+00,,39.31,real
abc0008827,2021-11-23 00:01:58.324+00,,0.0,real
abc0008884,2021-11-23 00:01:58.638+00,,0.0,test
abc0008884,2021-11-23 00:01:58.644+00,,0.0,real
abc0008885,2021-11-23 00:01:58.656+00,,0.0,test
abc0008887,2021-11-23 00:01:58.671+00,,0.0,real
abc0008890,2021-11-23 00:01:58.691+00,,0.0,real
abc0008889,2021-11-23 13:55:12.61+00,,0.0,real
abc0003670,2021-11-24 00:01:45.477+00,,0.0,real
abc0008122,2021-11-26 07:11:30.457+00,,28.85,real
abc0008903,2021-11-24 00:02:14.26+00,,0.0,test
abc0008908,2022-01-20 19:15:05.69+00,,91.02,real
abc0008915,2021-11-24 03:55:13.332+00,,0.0,real
abc0008643,2021-11-25 00:01:55.141+00,,0.0,real
abc0008879,2022-07-07 09:07:39.408+00,,-38549.69,real
abc0008928,2021-11-25 00:01:56.646+00,,0.0,test
abc0008928,2021-11-25 00:01:56.652+00,,0.0,real
abc0008933,2021-11-25 00:01:56.683+00,,0.0,real
abc0008937,2021-11-25 00:01:56.709+00,,0.0,real
abc0008940,2021-11-25 02:15:58.235+00,,11.06,test
abc0008922,2021-11-25 02:55:20.29+00,,0.0,real
abc0008922,2022-04-04 02:39:34.622+00,,-493.49,test
abc0008943,2021-11-25 07:02:48.676+00,,0.47,test
abc0008900,2021-11-26 01:59:13.898+00,,-29990.88,real
abc0008582,2022-09-04 00:27:45.438+00,,-65035.0,real
abc0008886,2021-11-26 10:07:29.612+00,,29.28,real
abc0008946,2021-11-26 00:01:56.172+00,,0.0,real
abc0008947,2022-10-25 13:14:27.634+00,,39.02,real
abc0008956,2021-11-26 09:16:33.822+00,,34.68,real
abc0008911,2021-11-27 00:01:55.95+00,,0.0,real
abc0008960,2021-11-30 23:30:15.492+00,,11.37,real
abc0008961,2021-11-27 00:01:56.22+00,,0.0,real
abc0008962,2021-11-27 00:01:56.231+00,,0.0,real
abc0008964,2021-11-27 00:01:56.247+00,,0.0,test
abc0008967,2021-11-28 00:01:57.506+00,,0.0,real
abc0008972,2021-11-28 00:01:57.538+00,,0.0,real
abc0008978,2021-11-28 00:01:57.573+00,,0.0,real
abc0008981,2021-11-29 00:01:58.052+00,,0.0,real
abc0008982,2021-11-29 00:01:58.072+00,,0.0,real
abc0008985,2021-11-29 00:01:58.121+00,,0.0,real
abc0008989,2021-11-29 00:01:58.144+00,,0.0,real
abc0008991,2021-11-30 00:01:56.028+00,,612.41,real
abc0008876,2024-03-23 08:56:34.877+00,,-6955581.611199998,real
abc0008876,2021-12-23 01:18:53.768+00,,226.02999999999975,test
abc0008987,2021-11-30 00:01:55.995+00,,0.0,real
abc0008991,2021-11-30 00:01:56.022+00,,0.0,real
abc0009000,2021-11-30 00:01:56.067+00,,0.0,test
abc0009002,2021-11-30 00:01:56.082+00,,0.0,real
